"Qikiqtarjuaq, NU","F (Subarctic), C1 (Freezing Summer)"
Bird Island Research Station,"D (Temperate), C1 (Freezing Summer)"
Heard Island and McDonald Islands,"D (Temperate), C1 (Freezing Summer)"
"Igloolik, NU","F (Subarctic), Y (Frigid Summer)"
"Eureka Research Station, NU","G (Arctic), Y (Frigid Summer)"
"Isachsen Research Station, NU","G (Arctic), Y (Frigid Summer)"
"Wainwright, AK","F (Subarctic), Y (Frigid Summer)"
"Utqiagvik, AK","E (Continental), Y (Frigid Summer)"
"Chandrapur, India","A (Supertropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Hyderabad, India","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Ouagadougou, Burkina Faso","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Bamako, Mali","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Naypyidaw, Myanmar","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Bangkok, Thailand","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Chennai, India","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Karachi, Pakistan","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Manama, Bahrain","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"N'Djamena, Chad","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Niamey, Niger","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Muscat, Oman","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Khartoum, Sudan","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Bourem, Mali","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Kuala Lumpur, Malaysia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Belmopan, Belize","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Bandar Seri Begawan, Brunei","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Moroni, Comoros","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Roseau, Dominica","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Palikir, Federated States of Micronesia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Suva, Fiji","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Libreville, Gabon","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Georgetown, Guyana","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Monrovia, Liberia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Ngerulmud, Palau","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Castries, Saint Lucia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Kingstown, Saint Vincent and the Grenadines","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Apia, Samoa","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Victoria, Seychelles","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Singapore, Singapore","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Honiara, Solomon Islands","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Sri Jayawardenepura Kotte, Sri Lanka","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Port Vila, Vanuatu","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Pago Pago, American Samoa (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Hagåtña, Guam (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Avarua, Cook Islands (NZ)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Alofi, Niue (NZ)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Jakarta, Indonesia","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Manila, Philippines","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Ho Chi Minh City, Vietnam","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Lagos, Nigeria","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kinshasa, DR Congo","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Miami–Fort Lauderdale, FL","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"San Juan, PR","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Bangui, Central African Republic","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Brazzaville, Congo","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Havana, Cuba","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Santo Domingo, Dominican Republic","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"St. George's, Grenada","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kingston, Jamaica","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Tarawa, Kiribati","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Panama City, Panama","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Basseterre, Saint Kitts and Nevis","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Paramaribo, Suriname","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Nukuʻalofa, Tonga","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port of Spain, Trinidad and Tobago","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Brades, Montserrat (UK)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Saipan, Northern Mariana Islands (US)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"San Juan, Puerto Rico (US)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Mumbai, India","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Banjul, Gambia","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Conakry, Guinea","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Bissau, Guinea-Bissau","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Vientiane, Laos","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Abuja, Nigeria","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Freetown, Sierra Leone","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Honolulu, HI","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Trincomalee, Sri Lanka","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Bangalore, India","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"St. John's, Antigua and Barbuda","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Nassau, Bahamas","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Bridgetown, Barbados","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Porto-Novo, Benin","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Phnom Penh, Cambodia","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Yamoussoukro, Côte d'Ivoire","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Accra, Ghana","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Port-au-Prince, Haiti","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Managua, Nicaragua","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Port Moresby, Papua New Guinea","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Juba, South Sudan","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Dili, Timor-Leste","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Lomé, Togo","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Road Town, British Virgin Islands (UK)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"George Town, Cayman Islands (UK)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Charlotte Amalie, U.S. Virgin Islands (US)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Philipsburg, Sint Maarten (NL)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Luanda, Angola","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Praia, Cabo Verde","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Nouakchott, Mauritania","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Dakar, Senegal","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Mogadishu, Somalia","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Cockburn Town, Turks & Caicos (UK)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Oranjestad, Aruba (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Willemstad, Curaçao (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Kralendijk, Bonaire (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Malabo, Equatorial Guinea","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Adamstown, Pitcairn Islands (UK)","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Papeete, French Polynesia (FR)","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Santo Domingo, Ecuador","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Rio de Janeiro, Brazil","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Yaoundé, Cameroon","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"São Tomé, São Tomé and Príncipe","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Kampala, Uganda","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"San Salvador, El Salvador","A (Supertropical), W (Monsoon), A1 (Hot Summer)"
"Salango Island, Ecuador","A (Supertropical), D (Arid Desert), A1 (Hot Summer)"
"Kota, India","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Kolkata, India","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Gujrat, Pakistan","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Delhi, India","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Lahore, Pakistan","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Phoenix–Mesa–Scottsdale, AZ","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Doha, Qatar","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Riyadh, Saudi Arabia","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Dubai, United Arab Emirates","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"El Menia, Algeria","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Dongguan, China","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"Taipei, Taiwan","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"New Orleans, LA","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"Tallahassee, FL","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"Port Louis, Mauritius","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"Houston, TX","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Tampa–St. Petersburg, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Orlando, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Jacksonville, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Asunción, Paraguay","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Guangzhou–Foshan, China","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Dhaka, Bangladesh","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Shenzhen, China","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Hanoi, Vietnam","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Beirut, Lebanon","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Valletta, Malta","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Tunis, Tunisia","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"San Antonio, TX","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Maputo, Mozambique","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Nouméa, New Caledonia (FR)","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Cairo, Egypt","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Riverside–San Bernardino, CA","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Gaborone, Botswana","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Nicosia, Cyprus","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Djibouti, Djibouti","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Tripoli, Libya","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Melilla, Melilla (ES)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Crystal City, TX","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"San José de la Joya, Mexico","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"São Paulo, Brazil","B (Tropical), H (Humid), A1 (Hot Summer)"
"San José, Costa Rica","B (Tropical), H (Humid), A1 (Hot Summer)"
"Buenos Aires, Argentina","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Kigali, Rwanda","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Montevideo, Uruguay","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Hamilton, Bermuda (UK)","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Hanga Roa, Easter Island (CL)","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Johannesburg–Pretoria, South Africa","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Brasília, Brazil","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Guatemala City, Guatemala","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Antananarivo, Madagascar","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Lilongwe, Malawi","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Kathmandu, Nepal","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Dodoma, Tanzania","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Lusaka, Zambia","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Harare, Zimbabwe","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Phungling, Nepal","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Algiers, Algeria","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Lisbon, Portugal","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Cape Town, South Africa","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Gibraltar, Gibraltar (UK)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Jamestown, St Helena (UK)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Ceuta, Ceuta (ES)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Ponta Delgada, Azores (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Funchal, Madeira (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Tegucigalpa, Honduras","B (Tropical), S (Semiarid), A1 (Hot Summer)"
"Caracas, Venezuela","B (Tropical), S (Semiarid), A1 (Hot Summer)"
"Los Angeles, United States","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Lima, Peru","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"San Diego, CA","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Windhoek, Namibia","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Gitega, Burundi","B (Tropical), G (Semihumid), B2 (Mild Summer)"
"Nairobi, Kenya","B (Tropical), G (Semihumid), B2 (Mild Summer)"
"Mexico City, Mexico","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"Sucre, Bolivia","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"Asmara, Eritrea","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"Mbabane, Eswatini","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"Addis Ababa, Ethiopia","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"San Francisco–Oakland, CA","B (Tropical), M (Mediterranean), B2 (Mild Summer)"
"Rabat, Morocco","B (Tropical), M (Mediterranean), B2 (Mild Summer)"
"Lompoc, CA","B (Tropical), M (Mediterranean), B2 (Mild Summer)"
"Sana'a, Yemen","B (Tropical), D (Arid Desert), B2 (Mild Summer)"
"Hengyang, China","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Batman, Turkey","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Islamabad, Pakistan","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Las Vegas–Henderson–Paradise, NV","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Baghdad, Iraq","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Sharmokhiya, Iraq","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Tokyo–Yokohama, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Osaka–Kobe–Kyoto, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Hangzhou, China","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Nagoya, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Atlanta, GA","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Baltimore, MD","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Nashville–Davidson, TN","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Richmond, VA","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Memphis, TN–MS–AR","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Louisville/Jefferson County, KY–IN","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Baton Rouge, LA","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Annapolis, MD","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Fuzhou, China","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Shanghai, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Chongqing, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Wuhan, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Charlotte, NC–SC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Raleigh, NC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Oklahoma City, OK","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Montgomery, AL","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Little Rock, AR","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Jackson, MS","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Columbia, SC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Chengdu, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)"
"Zhengzhou, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)"
"Athens, Greece","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Podgorica, Montenegro","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Dushanbe, Tajikistan","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Tashkent, Uzbekistan","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Borujerd, Iran","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Xi’an, China","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Dallas–Fort Worth–Arlington, TX","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Austin, TX","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Tehran, Iran","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Baku, Azerbaijan","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Damascus, Syria","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Ashgabat, Turkmenistan","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Washington–Arlington, DC–VA–MD","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Dover, DE","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Ljubljana, Slovenia","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Virginia Beach–Norfolk, VA","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Canberra, Australia","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"San Marino, San Marino","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Belgrade, Serbia","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Longnan, China","C (Subtropical), W (Monsoon), A1 (Hot Summer)"
"Istanbul, Turkey","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Sacramento, CA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"San Jose, CA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Tirana, Albania","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Santiago, Chile","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Jerusalem, Israel","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Rome, Italy","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Madrid, Spain","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Vatican City, Vatican City","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Tbilisi, Georgia","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Maseru, Lesotho","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Skopje, North Macedonia","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Bloemfontein, South Africa","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Sedona, AZ","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Carson City, NV","C (Subtropical), D (Arid Desert), A1 (Hot Summer)"
"Amman, Jordan","C (Subtropical), D (Arid Desert), A1 (Hot Summer)"
"Dublin, Ireland","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Luxembourg, Luxembourg","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Amsterdam, Netherlands","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Wellington, New Zealand","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Paris, France","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"London, United Kingdom","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Brussels, Belgium","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Copenhagen, Denmark","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Thimphu, Bhutan","C (Subtropical), W (Monsoon), B2 (Mild Summer)"
"Seattle–Tacoma, WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Portland, OR–WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Salem, OR","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Olympia, WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Vancouver, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Surrey, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Burnaby, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Richmond, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Abbotsford, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Comodoro Rivadavia, Argentina","C (Subtropical), D (Arid Desert), B2 (Mild Summer)"
"Carbondale, IL","D (Temperate), H (Humid), A2 (Very Hot Summer)"
"St. Louis, MO–IL","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Kansas City, MO–KS","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Topeka, KS","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Jefferson City, MO","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Lincoln, NE","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Seoul–Incheon, South Korea","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Beijing, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Tianjin, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"New York, United States","D (Temperate), H (Humid), A1 (Hot Summer)"
"Chicago, United States","D (Temperate), H (Humid), A1 (Hot Summer)"
"Philadelphia, PA–NJ–DE–MD","D (Temperate), H (Humid), A1 (Hot Summer)"
