"Mumbai, India","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Kolkata, India","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Hyderabad, India","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Vientiane, Laos","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Bamako, Mali","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Naypyidaw, Myanmar","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Abuja, Nigeria","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Chennai, India","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Bangkok, Thailand","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Lagos, Nigeria","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Porto-Novo, Benin","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Juba, South Sudan","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Ouagadougou, Burkina Faso","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Djibouti, Djibouti","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Nouakchott, Mauritania","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Muscat, Oman","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Mogadishu, Somalia","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Willemstad, Curaçao (NL)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Kuala Lumpur, Malaysia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"San Juan, PR","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"St. John's, Antigua and Barbuda","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Bandar Seri Begawan, Brunei","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Palikir, Federated States of Micronesia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Suva, Fiji","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Libreville, Gabon","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Georgetown, Guyana","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Kingston, Jamaica","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Monrovia, Liberia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Majuro, Marshall Islands","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Yaren, Nauru","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Ngerulmud, Palau","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Panama City, Panama","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Basseterre, Saint Kitts and Nevis","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Apia, Samoa","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Singapore, Singapore","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Honiara, Solomon Islands","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Port Vila, Vanuatu","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Brades, Montserrat (UK)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Pago Pago, American Samoa (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Hagåtña, Guam (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Saipan, Northern Mariana Islands (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Charlotte Amalie, U.S. Virgin Islands (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"San Juan, Puerto Rico (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Mata-Utu, Wallis & Futuna (FR)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Santo Domingo, Ecuador","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Jakarta, Indonesia","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kinshasa, DR Congo","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Miami–Fort Lauderdale, FL","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Bridgetown, Barbados","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Belmopan, Belize","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Yaoundé, Cameroon","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Bangui, Central African Republic","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Moroni, Comoros","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Brazzaville, Congo","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port-au-Prince, Haiti","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Tarawa, Kiribati","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port Louis, Mauritius","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port Moresby, Papua New Guinea","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Castries, Saint Lucia","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kingstown, Saint Vincent and the Grenadines","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Victoria, Seychelles","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Sri Jayawardenepura Kotte, Sri Lanka","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Paramaribo, Suriname","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Dili, Timor-Leste","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port of Spain, Trinidad and Tobago","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kampala, Uganda","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"The Valley, Anguilla (UK)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Hamilton, Bermuda (UK)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Road Town, British Virgin Islands (UK)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"George Town, Cayman Islands (UK)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Philipsburg, Sint Maarten (NL)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Brasília, Brazil","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"San Salvador, El Salvador","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Banjul, Gambia","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Conakry, Guinea","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Bissau, Guinea-Bissau","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Dakar, Senegal","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Freetown, Sierra Leone","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Honolulu, HI","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Trincomalee, Sri Lanka","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Bangalore, India","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Rio de Janeiro, Brazil","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Nassau, Bahamas","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Yamoussoukro, Côte d'Ivoire","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Havana, Cuba","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Santo Domingo, Dominican Republic","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Accra, Ghana","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"St. George's, Grenada","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Maputo, Mozambique","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Managua, Nicaragua","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Lomé, Togo","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Cockburn Town, Turks & Caicos (UK)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Oranjestad, Aruba (NL)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Kralendijk, Bonaire (NL)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"The Bottom, Saba (NL)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Luanda, Angola","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Praia, Cabo Verde","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Dodoma, Tanzania","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Salango Island, Ecuador","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"San José, Costa Rica","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Roseau, Dominica","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Malabo, Equatorial Guinea","A (Supertropical), H (Humid), A1 (Hot Summer)"
"São Tomé, São Tomé and Príncipe","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Alofi, Niue (NZ)","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Gitega, Burundi","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Kigali, Rwanda","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Papeete, French Polynesia (FR)","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Caracas, Venezuela","A (Supertropical), S (Semiarid), A1 (Hot Summer)"
"Kota, India","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Manama, Bahrain","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Baghdad, Iraq","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Kuwait City, Kuwait","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Doha, Qatar","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Riyadh, Saudi Arabia","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Sharmokhiya, Iraq","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"El Menia, Algeria","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Guangzhou–Foshan, China","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Houston, TX","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Delhi, India","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Dongguan, China","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Hanoi, Vietnam","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Gujrat, Pakistan","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Lahore, Pakistan","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"San Antonio, TX","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Austin, TX","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Islamabad, Pakistan","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Cairo, Egypt","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Karachi, Pakistan","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Phoenix–Mesa–Scottsdale, AZ","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Las Vegas–Henderson–Paradise, NV","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Tripoli, Libya","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Crystal City, TX","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Taipei, Taiwan","B (Tropical), H (Humid), A2 (Very Hot Summer)"
"Buenos Aires, Argentina","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Tampa–St. Petersburg, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Orlando, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Jacksonville, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"New Orleans, LA","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Montgomery, AL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Tallahassee, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Baton Rouge, LA","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Asunción, Paraguay","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Fuzhou, China","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Dhaka, Bangladesh","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Shenzhen, China","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Lilongwe, Malawi","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Lusaka, Zambia","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Algiers, Algeria","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Beirut, Lebanon","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Gibraltar, Gibraltar (UK)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Ceuta, Ceuta (ES)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Lima, Peru","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Riverside–San Bernardino, CA","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Gaborone, Botswana","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Nicosia, Cyprus","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Jerusalem, Israel","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Valletta, Malta","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Rabat, Morocco","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Windhoek, Namibia","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Tunis, Tunisia","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Melilla, Melilla (ES)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"São Paulo, Brazil","B (Tropical), H (Humid), A1 (Hot Summer)"
"Guatemala City, Guatemala","B (Tropical), H (Humid), A1 (Hot Summer)"
"Adamstown, Pitcairn Islands (UK)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Avarua, Cook Islands (NZ)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Tegucigalpa, Honduras","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Nukuʻalofa, Tonga","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Montevideo, Uruguay","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Nouméa, New Caledonia (FR)","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Mexico City, Mexico","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Johannesburg–Pretoria, South Africa","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Mbabane, Eswatini","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Addis Ababa, Ethiopia","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Maseru, Lesotho","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Antananarivo, Madagascar","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Bloemfontein, South Africa","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Harare, Zimbabwe","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"San Francisco–Oakland, CA","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"San Jose, CA","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Santiago, Chile","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Lisbon, Portugal","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Cape Town, South Africa","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Ponta Delgada, Azores (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Nairobi, Kenya","B (Tropical), S (Semiarid), A1 (Hot Summer)"
"Sana'a, Yemen","B (Tropical), S (Semiarid), A1 (Hot Summer)"
"Los Angeles, United States","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"San Diego, CA","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Asmara, Eritrea","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Coronado Islands, Mexico","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"San José de la Joya, Mexico","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Bogotá, Colombia","B (Tropical), H (Humid), B2 (Mild Summer)"
"Quito, Ecuador","B (Tropical), H (Humid), B2 (Mild Summer)"
"Hanga Roa, Easter Island (CL)","B (Tropical), G (Semihumid), B2 (Mild Summer)"
"Sucre, Bolivia","B (Tropical), W (Monsoon), B2 (Mild Summer)"
"Funchal, Madeira (PT)","B (Tropical), M (Mediterranean), B2 (Mild Summer)"
"Lompoc, CA","B (Tropical), M (Mediterranean), B2 (Mild Summer)"
"Jamestown, St Helena (UK)","B (Tropical), S (Semiarid), B2 (Mild Summer)"
"Wuhan, China","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hangzhou, China","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hengyang, China","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Batman, Turkey","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Dallas–Fort Worth–Arlington, TX","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Oklahoma City, OK","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Tehran, Iran","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Ashgabat, Turkmenistan","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Tokyo–Yokohama, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"New York, United States","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Osaka–Kobe–Kyoto, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Nagoya, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Providence, RI–MA","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Nashville–Davidson, TN","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Hartford, CT","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Louisville/Jefferson County, KY–IN","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Frankfort, KY","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Trenton, NJ","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Harrisburg, PA","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Shanghai, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Chongqing, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Philadelphia, PA–NJ–DE–MD","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Washington–Arlington, DC–VA–MD","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Atlanta, GA","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Baltimore, MD","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"St. Louis, MO–IL","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Cincinnati, OH–KY","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Kansas City, MO–KS","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Columbus, OH","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Virginia Beach–Norfolk, VA","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Charlotte, NC–SC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Raleigh, NC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Richmond, VA","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Memphis, TN–MS–AR","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Little Rock, AR","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Dover, DE","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Topeka, KS","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Annapolis, MD","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Jackson, MS","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Jefferson City, MO","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Columbia, SC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Charleston, WV","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Carbondale, IL","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Chengdu, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)"
"Xi’an, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)"
"Zhengzhou, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)"
"Istanbul, Turkey","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Sacramento, CA","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Salt Lake City, UT","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Boise, ID","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Tirana, Albania","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Athens, Greece","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Rome, Italy","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Monaco, Monaco","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Podgorica, Montenegro","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Madrid, Spain","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Dushanbe, Tajikistan","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Vatican City, Vatican City","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Tbilisi, Georgia","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Belgrade, Serbia","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Barcelona, Spain","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Baku, Azerbaijan","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Amman, Jordan","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Tashkent, Uzbekistan","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Sedona, AZ","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Pittsburgh, PA","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Zagreb, Croatia","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Ljubljana, Slovenia","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Canberra, Australia","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Vienna, Austria","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Berlin, Germany","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Pristina, Kosovo","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"San Marino, San Marino","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Kathmandu, Nepal","C (Subtropical), W (Monsoon), A1 (Hot Summer)"
"Phungling, Nepal","C (Subtropical), W (Monsoon), A1 (Hot Summer)"
"Longnan, China","C (Subtropical), W (Monsoon), A1 (Hot Summer)"
"Seattle–Tacoma, WA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Portland, OR–WA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Carson City, NV","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Salem, OR","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Olympia, WA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Damascus, Syria","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Surrey, BC","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Richmond, BC","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Abbotsford, BC","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Paris, France","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Denver–Aurora, CO","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Santa Fe, NM","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Bratislava, Slovakia","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Ankara, Turkey","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Yakima, WA","C (Subtropical), D (Arid Desert), A1 (Hot Summer)"
"Dublin, Ireland","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Luxembourg, Luxembourg","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Bern, Switzerland","C (Subtropical), H (Humid), B2 (Mild Summer)"
"London, United Kingdom","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Brussels, Belgium","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Copenhagen, Denmark","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Amsterdam, Netherlands","C (Subtropical), G (Semihumid), B2 (Mild Summer)"
"Wellington, New Zealand","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Vancouver, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
"Burnaby, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
