"Lahore, Pakistan","A (Supertropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Hyderabad, India","A (Supertropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Karachi, Pakistan","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Djibouti, Djibouti","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Muscat, Oman","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Monrovia, Liberia","A (Supertropical), H (Humid), Z1 (Scorching Hot Summer)"
"Yaren, Nauru","A (Supertropical), H (Humid), Z1 (Scorching Hot Summer)"
"Apia, Samoa","A (Supertropical), H (Humid), Z1 (Scorching Hot Summer)"
"Yaoundé, Cameroon","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Bangui, Central African Republic","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Libreville, Gabon","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Victoria, Seychelles","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hamilton, Bermuda (UK)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Brades, Montserrat (UK)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Trincomalee, Sri Lanka","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Guangzhou–Foshan, China","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Dhaka, Bangladesh","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Shenzhen, China","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Dongguan, China","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Brasília, Brazil","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Conakry, Guinea","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Vientiane, Laos","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Lilongwe, Malawi","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Dakar, Senegal","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Lusaka, Zambia","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Kingston, Jamaica","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Cockburn Town, Turks & Caicos (UK)","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Bangalore, India","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Kinshasa, DR Congo","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Rio de Janeiro, Brazil","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Miami–Fort Lauderdale, FL","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Tampa–St. Petersburg, FL","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Orlando, FL","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"San Juan, PR","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"St. John's, Antigua and Barbuda","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Nassau, Bahamas","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Bridgetown, Barbados","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Belmopan, Belize","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Brazzaville, Congo","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Yamoussoukro, Côte d'Ivoire","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Havana, Cuba","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Santo Domingo, Dominican Republic","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"San Salvador, El Salvador","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Accra, Ghana","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Port-au-Prince, Haiti","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Asunción, Paraguay","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Basseterre, Saint Kitts and Nevis","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Castries, Saint Lucia","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Kingstown, Saint Vincent and the Grenadines","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Lomé, Togo","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Port of Spain, Trinidad and Tobago","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"The Valley, Anguilla (UK)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Road Town, British Virgin Islands (UK)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"George Town, Cayman Islands (UK)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Charlotte Amalie, U.S. Virgin Islands (US)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"San Juan, Puerto Rico (US)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Philipsburg, Sint Maarten (NL)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Luanda, Angola","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Gaborone, Botswana","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Praia, Cabo Verde","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"St. George's, Grenada","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Nouakchott, Mauritania","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Maputo, Mozambique","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Windhoek, Namibia","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Oranjestad, Aruba (NL)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Kralendijk, Bonaire (NL)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"The Bottom, Saba (NL)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Salango Island, Ecuador","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"San José, Costa Rica","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Roseau, Dominica","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Malabo, Equatorial Guinea","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Palikir, Federated States of Micronesia","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Suva, Fiji","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"São Tomé, São Tomé and Príncipe","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Honiara, Solomon Islands","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Port Vila, Vanuatu","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Pago Pago, American Samoa (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Mata-Utu, Wallis & Futuna (FR)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Santo Domingo, Ecuador","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"São Paulo, Brazil","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Gitega, Burundi","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Moroni, Comoros","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Guatemala City, Guatemala","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port Louis, Mauritius","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kigali, Rwanda","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Nukuʻalofa, Tonga","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Kampala, Uganda","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Papeete, French Polynesia (FR)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Nouméa, New Caledonia (FR)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Alofi, Niue (NZ)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Asmara, Eritrea","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Antananarivo, Madagascar","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Freetown, Sierra Leone","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Harare, Zimbabwe","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Honolulu, HI","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Tegucigalpa, Honduras","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Nairobi, Kenya","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Dili, Timor-Leste","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Lima, Peru","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Dodoma, Tanzania","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Caracas, Venezuela","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Quito, Ecuador","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Addis Ababa, Ethiopia","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Baghdad, Iraq","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Sharmokhiya, Iraq","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"El Menia, Algeria","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Wuhan, China","B (Tropical), G (Semihumid), Z2 (Hyperthermal Summer)"
"Hengyang, China","B (Tropical), G (Semihumid), Z2 (Hyperthermal Summer)"
"Gujrat, Pakistan","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Dallas–Fort Worth–Arlington, TX","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Austin, TX","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Oklahoma City, OK","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Islamabad, Pakistan","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Cairo, Egypt","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Phoenix–Mesa–Scottsdale, AZ","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Las Vegas–Henderson–Paradise, NV","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"San Antonio, TX","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Tripoli, Libya","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Crystal City, TX","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Batman, Turkey","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Tokyo–Yokohama, Japan","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Shanghai, China","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Osaka–Kobe–Kyoto, Japan","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Taipei, Taiwan","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hangzhou, China","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Atlanta, GA","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Charlotte, NC–SC","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Memphis, TN–MS–AR","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"New Orleans, LA","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Montgomery, AL","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Little Rock, AR","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tallahassee, FL","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Baton Rouge, LA","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Jackson, MS","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Columbia, SC","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Fuzhou, China","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Chengdu, China","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Istanbul, Turkey","B (Tropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Rome, Italy","B (Tropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Monaco, Monaco","B (Tropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Chongqing, China","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Houston, TX","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Jacksonville, FL","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Riverside–San Bernardino, CA","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Sacramento, CA","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Algiers, Algeria","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Nicosia, Cyprus","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Athens, Greece","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Jerusalem, Israel","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Amman, Jordan","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Beirut, Lebanon","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Valletta, Malta","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Bloemfontein, South Africa","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Madrid, Spain","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Tunis, Tunisia","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Vatican City, Vatican City","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Gibraltar, Gibraltar (UK)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Melilla, Melilla (ES)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Barcelona, Spain","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Sedona, AZ","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"San José de la Joya, Mexico","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Canberra, Australia","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Montevideo, Uruguay","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Johannesburg–Pretoria, South Africa","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Mbabane, Eswatini","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Maseru, Lesotho","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Kathmandu, Nepal","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Seattle–Tacoma, WA","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"San Francisco–Oakland, CA","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"San Jose, CA","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Salem, OR","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Olympia, WA","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Lisbon, Portugal","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Ponta Delgada, Azores (PT)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Surrey, BC","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Richmond, BC","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Mexico City, Mexico","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Buenos Aires, Argentina","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Sana'a, Yemen","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Los Angeles, United States","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"San Diego, CA","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Santiago, Chile","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Rabat, Morocco","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Ceuta, Ceuta (ES)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Coronado Islands, Mexico","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Bogotá, Colombia","B (Tropical), H (Humid), A1 (Hot Summer)"
"Wellington, New Zealand","B (Tropical), H (Humid), A1 (Hot Summer)"
"Avarua, Cook Islands (NZ)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Adamstown, Pitcairn Islands (UK)","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Sucre, Bolivia","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Phungling, Nepal","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Funchal, Madeira (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Hanga Roa, Easter Island (CL)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Lompoc, CA","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Cape Town, South Africa","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Jamestown, St Helena (UK)","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Tehran, Iran","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Baku, Azerbaijan","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Ashgabat, Turkmenistan","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Tashkent, Uzbekistan","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Nagoya, Japan","C (Subtropical), H (Humid), Z1 (Scorching Hot Summer)"
"New York, United States","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Chicago, United States","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Philadelphia, PA–NJ–DE–MD","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Washington–Arlington, DC–VA–MD","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Boston, MA–NH","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Detroit, MI","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Baltimore, MD","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"St. Louis, MO–IL","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Pittsburgh, PA","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Indianapolis, IN","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Cincinnati, OH–KY","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Columbus, OH","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Virginia Beach–Norfolk, VA","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Milwaukee, WI","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Providence, RI–MA","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Nashville–Davidson, TN","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Raleigh, NC","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Richmond, VA","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hartford, CT","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Louisville/Jefferson County, KY–IN","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Dover, DE","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Springfield, IL","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Frankfort, KY","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Annapolis, MD","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Jefferson City, MO","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Trenton, NJ","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Albany, NY","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Harrisburg, PA","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Charleston, WV","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Ljubljana, Slovenia","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Carbondale, IL","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Champaign, IL","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Seoul–Incheon, South Korea","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Beijing, China","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Zhengzhou, China","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Tianjin, China","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Pyongyang, North Korea","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Salt Lake City, UT","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Boise, ID","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Tirana, Albania","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Podgorica, Montenegro","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"San Marino, San Marino","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Dushanbe, Tajikistan","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Xi’an, China","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Minneapolis–St. Paul, MN","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Kansas City, MO–KS","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Des Moines, IA","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Topeka, KS","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Lincoln, NE","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Pierre, SD","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Vienna, Austria","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Sofia, Bulgaria","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
